	Tr1: BatfKO v Control	Tr1: BatfKO v Irf1KO	Tr1: Irf1KO v Control
2700094K13Rik	0.651634054	0.422893785	0.228740269
2700097O09Rik	0.640853011	0.38455492	0.256298091
2700099C18Rik	0.344180408	0.07252008	0.271660328
2810001G20Rik	-0.558316391	-0.591794392	0.033478001
2810002D19Rik	0.001243631	0.222820863	-0.221577232
2810002N01Rik	0	0	0
2810004N23Rik	0.430883304	0.628266953	-0.197383649
2810006K23Rik	0.437753643	0.471315758	-0.033562115
2810007J24Rik	0	0	0
2810008D09Rik	-0.168174584	-0.434367802	0.266193217
2810008M24Rik	0	0	0
2810013P06Rik	0.209049939	-0.18967243	0.39872237
2810021B07Rik	0	0	0
2810021J22Rik	-0.108401854	-0.308022232	0.199620378
2810025M15Rik	-0.409685101	-0.49693284	0.087247739
2810029C07Rik	0.007431485	-0.028285715	0.0357172
2810030E01Rik	0	0	0
2810046L04Rik	0	0	0
2810047C21Rik1	0	0	0
2810055F11Rik	0	0	0
2810055G20Rik	0	0	0
2810403A07Rik	-0.12124373	-0.488599045	0.367355315
2810403D21Rik	-0.427827161	-0.188330063	-0.239497098
2810405F15Rik	0	0	0
2810405K02Rik	0	0	0
2810407C02Rik	0	0	0
2810408A11Rik	-1.080970009	-1.242840159	0.16187015
2810408I11Rik	0.251571274	-0.491556916	0.74312819
2810408M09Rik	0.000944471	-0.305904116	0.306848587
2810410L24Rik	0.306688211	0.172925267	0.133762944
2810417H13Rik	0.235993979	0.777865213	-0.541871233
2810422J05Rik	0	0	0
2810422O20Rik	0	0	0
2810428I15Rik	0.320085089	0.070047264	0.250037825
2810429I04Rik	-0.071710421	0.066574618	-0.138285039
2810432D09Rik	0	0	0
2810432L12Rik	0	0	0
2810433D01Rik	-0.026260686	-0.10731951	0.081058824
2810442I21Rik	-0.001910471	0.184006627	-0.185917098
2810453I06Rik	0	0	0
2810454H06Rik	0.175309236	-0.208224072	0.383533307
2810459M11Rik	-0.020083704	-0.118735073	0.098651369
2810468N07Rik	-0.128107903	-0.385949034	0.257841132
2810474O19Rik	-0.506136176	-0.754784757	0.248648581
2900002K06Rik	0	0	0
2900005J15Rik	0.024596175	-0.164130954	0.188727129
2900006K08Rik	0	0	0
2900008C10Rik	-0.92095723	-1.110882205	0.189924975
2900010J23Rik	0	0	0
2900010M23Rik	0	0	0
2900011O08Rik	-0.195496046	-0.374959956	0.17946391
2900026A02Rik	0.652642635	0.817530795	-0.16488816
2900041M22Rik	-0.154701716	0.029840038	-0.184541753
2900052N01Rik	0	0	0
2900053A13Rik	0	0	0
2900056M20Rik	-0.224895516	-0.565684276	0.340788761
2900060B14Rik	0.550837915	0.366498951	0.184338964
2900064A13Rik	0	0	0
2900073G15Rik	0	0	0
2900076A07Rik	0.084400291	-0.296066036	0.380466327
2900079G21Rik	0	0	0
2900092D14Rik	0.143529895	0.126978759	0.016551136
2900092E17Rik	0	0	0
2900097C17Rik	-0.274560213	-0.344727181	0.070166968
3000002C10Rik	-0.500834745	-0.812402044	0.311567299
3010026O09Rik	-0.187977412	-0.473078268	0.285100856
3110001D03Rik	0	0	0
3110001I22Rik	0.698958609	0.610346312	0.088612297
3110002H16Rik	-0.086759679	-0.09726808	0.010508401
3110003A17Rik	0	0	0
3110007F17Rik	0.024156138	-0.160487166	0.184643304
3110009E18Rik	-0.553556322	-0.361114951	-0.192441371
3110015C05Rik	-0.049283467	-0.066077103	0.016793636
3110021A11Rik	0.022697327	-0.148442318	0.171139645
3110021N24Rik	-0.041556386	-0.07969797	0.038141584
3110035E14Rik	-0.114569913	0.005085706	-0.119655619
3110039M20Rik	0	0	0
3110040N11Rik	0.721938965	0.076395173	0.645543792
3110043O21Rik	0.705925906	0.314109012	0.391816894
3110045C21Rik	0.090921906	0.080265973	0.010655933
3110047P20Rik	0	0	0
3110052M02Rik	0.411896284	0.013504602	0.398391682
3110056K07Rik	-0.664914871	-0.70565192	0.040737049
3110056O03Rik	0	0	0
3110057O12Rik	-0.70891269	-0.758467825	0.049555135
3110062M04Rik	-0.307985295	-0.121183708	-0.186801587
3110070M22Rik	0.055366609	0.059685454	-0.004318844
3110082D06Rik	0	0	0
3110082I17Rik	1.264125859	1.098846957	0.165278903
3110099E03Rik	0	0	0
3200001D21Rik	0.16779852	0.074823926	0.092974594
3200002M19Rik	0	0	0
3230401D17Rik	0	0	0
3300002I08Rik	-0.103052752	-0.003166066	-0.099886687
3300005D01Rik	0.1610562	0.097637417	0.063418784
3425401B19Rik	0.017833559	-0.117626541	0.1354601
3632451O06Rik	0	0	0
3632454L22Rik	-0.138403538	0.011297285	-0.149700823
3830403N18Rik	-0.00312882	-0.32977483	0.32664601
3830406C13Rik	-0.285674818	-0.060419068	-0.22525575
3830408C21Rik	-0.127219758	0.17489378	-0.302113539
3830431G21Rik	0	0	0
3930402G23Rik	0	0	0
4430402I18Rik	0.126729294	-0.224871634	0.351600928
4632411B12Rik	0	0	0
4632415K11Rik	0	0	0
4632415L05Rik	-0.026966304	-0.252710294	0.225743991
4632427E13Rik	0.348515321	0.312101528	0.036413793
4632428C04Rik	-0.240072353	-0.121574566	-0.118497787
4632428N05Rik	-1.164982213	-0.847515565	-0.317466649
4632434I11Rik	0.317535531	0.239761453	0.077774078
4732415M23Rik	0	0	0
4732416N19Rik	0	0	0
4732418C07Rik	0	0	0
4732456N10Rik	0	0	0
4732471D19Rik	0	0	0
4732471J01Rik	-0.062583659	-0.505662195	0.443078536
4732490B19Rik	-0.080691149	-0.048809554	-0.031881595
4732491K20Rik	0.087628748	-0.045330775	0.132959523
4831426I19Rik	0	0	0
4831440E17Rik	-0.208154015	-0.422805777	0.214651762
4832428D23Rik	0	0	0
4833403I15Rik	0.017833559	-0.117626541	0.1354601
4833413D08Rik	0	0	0
4833417C18Rik	-0.417545669	-0.428040696	0.010495027
4833418N02Rik	-0.001403671	-0.230959018	0.229555347
4833419F23Rik	0.169692799	0.328372001	-0.158679202
4833420G17Rik	0.23651236	0.173609191	0.062903169
4833422C13Rik	0	0	0
4833422F24Rik	0	0	0
4833423E24Rik	0	0	0
4833424O15Rik	0	0	0
4833427G06Rik	0	0	0
4833439L19Rik	-0.384317996	0.0357	-0.420017997
4833442J19Rik	0	0	0
4921501E09Rik	0	0	0
4921504E06Rik	0	0	0
4921506M07Rik	0.017833559	-0.117626541	0.1354601
4921507P07Rik	-0.300440302	-0.433724097	0.133283795
4921509C19Rik	-0.114569913	0.005085706	-0.119655619
4921510H08Rik	0	0	0
4921511C10Rik	-0.087177543	0.001443079	-0.088620622
4921513D23Rik	0	0	0
4921513I03Rik	0	0	0
4921515J06Rik	0	0	0
4921517D21Rik	0	0	0
4921517D22Rik	0	0	0
4921517L17Rik	0	0	0
4921523A10Rik	0	0	0
4921524J17Rik	0.387158091	-0.168809362	0.555967453
4921524L21Rik	0	0	0
4921525O09Rik	-0.258633401	-0.255038213	-0.003595188
4921530D09Rik	0	0	0
4921531C22Rik	0.031304589	-0.294243513	0.325548102
4921533I20Rik	0	0	0
4921536K21Rik	0	0	0
4922501C03Rik	0	0	0
4922501L14Rik	0	0	0
4922502D21Rik	0.212876753	0.204441607	0.008435146
4922505G16Rik	0	0	0
4930402F06Rik	0	0	0
4930402H24Rik	-0.129682879	-0.874815287	0.745132408
4930403N07Rik	0	0	0
4930404A10Rik	0	0	0
4930404I05Rik	0.017833559	-0.117626541	0.1354601
4930404N11Rik	0.542684557	0.441731492	0.100953065
4930405A21Rik	-0.150696286	0.013867298	-0.164563584
4930405J17Rik	-0.115525697	0.004606292	-0.120131989
4930407I10Rik	0.187307888	-0.232690479	0.419998366
4930412C18Rik	0	0	0
4930412F15Rik	0	0	0
4930412O13Rik	0.143529895	0.126978759	0.016551136
4930413G21Rik	-0.503240051	-1.044029754	0.540789703
4930414L22Rik	-0.334027826	0.135342238	-0.469370065
4930414N06Rik	0.022697327	-0.148442318	0.171139645
4930415F15Rik	0.021981497	-0.142568228	0.164549724
4930415L06Rik	0.015348202	-0.103254199	0.118602401
4930415O20Rik	0.062997508	0.051354877	0.011642631
4930417G10Rik	0	0	0
4930417O13Rik	-0.51294659	-0.258986336	-0.253960254
4930420K17Rik	0	0	0
4930422G04Rik	0	0	0
4930426L09Rik	0.02117425	-0.135987411	0.157161661
4930427A07Rik	0.242125908	0.634526837	-0.39240093
4930428O21Rik	0.018705712	0.100924591	-0.082218879
4930429B21Rik	0.067436238	0.138475293	-0.071039055
4930429F24Rik	-0.138403538	0.011297285	-0.149700823
4930430A15Rik	0.017833559	-0.117626541	0.1354601
4930430D24Rik	-0.115525697	0.004606292	-0.120131989
4930430F08Rik	0.340622844	0.141795146	0.198827698
4930431A04Rik	0	0	0
4930431P03Rik	0.103963725	0.091184852	0.012778873
4930432J09Rik	0.023115963	-0.152910217	0.17602618
4930432K09Rik	0	0	0
4930432K21Rik	-0.237574768	-0.09889589	-0.138678878
4930433N12Rik	-0.082070713	-0.048240795	-0.033829918
4930440I19Rik	0.017833559	-0.117626541	0.1354601
4930441O14Rik	0	0	0
4930442L01Rik	0	0	0
4930443G12Rik	0	0	0
4930444A02Rik	0	0	0
4930444F02Rik	0	0	0
4930444G20Rik	0	0	0
4930447C04Rik	0.143529895	0.126978759	0.016551136
4930447K03Rik	-0.220314723	-0.017367269	-0.202947454
4930448K20Rik	0	0	0
4930451C15Rik	-0.114569913	0.005085706	-0.119655619
4930451G09Rik	0.037312204	-0.63557351	0.672885715
4930451I11Rik	0	0	0
4930452B06Rik	-0.606516023	-1.155446256	0.548930233
4930453N24Rik	-0.53717051	-0.941693779	0.404523268
4930455B14Rik	0.017833559	-0.117626541	0.1354601
4930455C13Rik	0.079232985	-0.543261774	0.62249476
4930455C21Rik	0	0	0
4930455F23Rik	0	0	0
4930458L03Rik	0	0	0
4930459C07Rik	-0.641788558	0.05975846	-0.701547019
4930463O16Rik	0.164722379	0.111003516	0.053718863
4930465K10Rik	0	0	0
4930467E23Rik	0.015348202	-0.103254199	0.118602401
4930469G21Rik	0	0	0
4930471M23Rik	0	0	0
4930473A02Rik	-0.004614726	-0.166952821	0.162338095
4930473A06Rik	0	0	0
4930474M22Rik	0	0	0
4930474N09Rik	0.152591934	0.137654639	0.014937295
4930478L05Rik	-0.076357323	-0.368174368	0.291817046
4930479M11Rik	0	0	0
4930480M12Rik	0.143529895	0.126978759	0.016551136
4930481A15Rik	0.10495562	0.428029368	-0.323073749
4930483J18Rik	0	0	0
4930483K19Rik	-0.386133165	-0.565239174	0.17910601
4930486F22Rik	0	0	0
4930486L24Rik	-0.405369658	-0.474080904	0.068711245
4930488L21Rik	0	0	0
4930500F04Rik	0.017833559	-0.117626541	0.1354601
4930500J02Rik	0.007467247	0.123195619	-0.115728372
4930503B20Rik	0.149159541	0.079057157	0.070102384
4930503E14Rik	0	0	0
4930503E24Rik	0.144105468	0.23095739	-0.086851922
4930503H13Rik	0	0	0
4930503L19Rik	0.102803887	0.108026134	-0.005222247
4930505A04Rik	0	0	0
4930506C21Rik	0.025788127	-0.174006858	0.199794984
4930506M07Rik	-0.039300093	0.176086752	-0.215386844
4930507D05Rik	0	0	0
4930509E16Rik	0.074666	-0.068453461	0.143119461
4930511I11Rik	0	0	0
4930511M06Rik	0	0	0
4930511M11Rik	0	0	0
4930512B01Rik	0	0	0
4930513N10Rik	0.069071718	0.006224462	0.062847256
4930515G01Rik	-0.267211605	-0.067848021	-0.199363583
4930515G16Rik	0	0	0
4930515L19Rik	0.143529895	0.126978759	0.016551136
4930519D14Rik	-0.238613719	0.026456337	-0.265070056
4930519F09Rik	0.164722379	0.111003516	0.053718863
4930519F16Rik	0	0	0
4930519G04Rik	0.143529895	0.126978759	0.016551136
4930519H02Rik	0.015348202	-0.103254199	0.118602401
4930520O04Rik	0.63300064	0.383681858	0.249318782
4930523C07Rik	0.328993179	0.157462052	0.171531127
4930524B15Rik	0	0	0
4930524L23Rik	0	0	0
4930525F21Rik	0	0	0
4930525G20Rik	-7.92E-05	-0.143500879	0.143421723
4930526D03Rik	0	0	0
4930526I15Rik	0.490299929	0.572306499	-0.08200657
4930528A17Rik	0.061868595	0.033903079	0.027965516
4930528D03Rik	-0.087177543	0.001443079	-0.088620622
4930528F23Rik	0	0	0
4930529C04Rik	0.023587313	0.050726049	-0.027138736
4930529M08Rik	0	0	0
4930534B04Rik	0	0	0
4930538K18Rik	0.050490053	-0.33767625	0.388166303
4930539E08Rik	-0.906067648	-0.9157451	0.009677451
4930539J05Rik	0.263171423	0.178048989	0.085122434
4930539N22Rik	-0.114569913	0.005085706	-0.119655619
4930544D05Rik	0	0	0
4930544G11Rik	0	0	0
4930544O15Rik	0	0	0
4930546C10Rik	0.018534594	0.100257858	-0.081723264
4930547N16Rik	0	0	0
4930548H24Rik	0	0	0
4930549G23Rik	0.009425915	-0.311684813	0.321110729
4930550C14Rik	0.100933076	-0.088213369	0.189146445
4930550L24Rik	0	0	0
4930552P12Rik	0.017833559	-0.117626541	0.1354601
4930553E22Rik	0.017833559	-0.117626541	0.1354601
4930555G01Rik	0	0	0
4930555I21Rik	0	0	0
4930557J02Rik	0.017833559	-0.117626541	0.1354601
4930558J18Rik	-0.067585041	0.312992924	-0.380577965
4930558K02Rik	0	0	0
4930562C15Rik	0.017833559	-0.117626541	0.1354601
4930562F07Rik	0	0	0
4930563D23Rik	0	0	0
4930563E22Rik	-0.07406474	-0.060800361	-0.013264379
4930565N06Rik	-0.005221636	-0.205720322	0.200498686
4930567H17Rik	0	0	0
4930571K23Rik	0	0	0
4930572J05Rik	0	0	0
4930573O16Rik	-0.306649539	-0.005203551	-0.301445988
4930577N17Rik	-0.230185022	-0.074764494	-0.155420528
4930578I06Rik	0	0	0
4930578N16Rik	0	0	0
4930579C15Rik	0	0	0
4930579F01Rik	-0.087177543	0.001443079	-0.088620622
4930579G18Rik	0.072701483	-0.846686439	0.919387922
4930579G22Rik	0	0	0
4930579G24Rik	0.756378959	1.155756821	-0.399377861
4930579J09Rik	0	0	0
4930579K19Rik	-0.080691149	-0.048809554	-0.031881595
4930581F22Rik	-0.406259839	-0.427092545	0.020832706
4930583H14Rik	0	0	0
4930583K01Rik	0.032138476	-0.215864386	0.248002861
4930584F24Rik	0	0	0
4930588N13Rik	0	0	0
4930590J08Rik	0.015348202	-0.103254199	0.118602401
4930592I03Rik	0.021981497	-0.142568228	0.164549724
4930593A02Rik	-0.03105673	-0.098561417	0.067504687
4930594C11Rik	0.017833559	-0.117626541	0.1354601
4930596I21Rik	0.022697327	-0.148442318	0.171139645
4931402G19Rik	0.015348202	-0.103254199	0.118602401
4931403G20Rik	0.017833559	-0.117626541	0.1354601
4931406B18Rik	0	0	0
4931406C07Rik	0.498024986	0.446289895	0.051735092
4931406H21Rik	0.056522088	-0.376795193	0.433317281
4931406P16Rik	-0.022334185	-0.080273274	0.057939089
4931408A02Rik	0	0	0
4931408C20Rik	0	0	0
4931408D14Rik	0.286106876	-0.015413072	0.301519948
4931409K22Rik	0	0	0
4931414P19Rik	-0.128757407	-0.14085962	0.012102213
4931417E11Rik	0	0	0
4931417G12Rik	0	0	0
4931423N10Rik	0	0	0
4931428F04Rik	0.410103851	0.034009603	0.376094248
4931428L18Rik	0	0	0
4931429I11Rik	0	0	0
4931429L15Rik	0	0	0
4931429P17Rik	0	0	0
4931431C16Rik	-0.062273924	-0.077872661	0.015598737
4931440F15Rik	0.07205725	0.097798284	-0.025741034
4931440L10Rik	0.101686459	0.111383963	-0.009697504
4931440P22Rik	-0.374733858	0.041258535	-0.415992393
4932411E22Rik	0	0	0
4932411G14Rik	0	0	0
4932411N23Rik	0	0	0
4932412H11Rik	0	0	0
4932414J04Rik	0	0	0
4932414N04Rik	0	0	0
4932415G12Rik	0	0	0
4932416H05Rik	-0.141283852	0.009714247	-0.150998099
4932425I24Rik	0	0	0
4932435O22Rik	0	0	0
4932438A13Rik	-0.103070146	-0.074309291	-0.028760854
4932438H23Rik	-0.636204464	-0.864583832	0.228379368
4932441B19Rik	0	0	0
4932441J04Rik	0	0	0
4932443I19Rik	0	0	0
4932702P03Rik	-0.115525697	0.004606292	-0.120131989
4933400A11Rik	0	0	0
4933400C05Rik	0	0	0
4933400F21Rik	0.017833559	-0.117626541	0.1354601
4933401B06Rik	0	0	0
4933402D24Rik	0.185650655	0.173287083	0.012363572
4933402N03Rik	0	0	0
4933402N22Rik	0	0	0
4933402P03Rik	0	0	0
4933403F05Rik	0	0	0
4933403G14Rik	0	0	0
4933403O03Rik	0	0	0
4933404M02Rik	0	0	0
4933404O12Rik	0.587089455	0.926626646	-0.339537191
4933405L10Rik	-0.083384149	-0.045704102	-0.037680047
4933405O20Rik	0	0	0
4933406F09Rik	-0.087177543	0.001443079	-0.088620622
4933406I18Rik	0.131278647	0.295918457	-0.16463981
4933406K04Rik	0	0	0
4933406M09Rik	0.017833559	-0.117626541	0.1354601
4933407C03Rik	0	0	0
4933407H18Rik	0	0	0
4933407K13Rik	-0.07754542	-0.241231796	0.163686376
4933407L21Rik	-0.115525697	0.004606292	-0.120131989
4933407P14Rik	0	0	0
4933408B17Rik	-0.041556386	-0.07969797	0.038141584
4933408N05Rik	0.104521989	-0.008066036	0.112588025
4933409K07Rik	0	0	0
4933411E08Rik	0.021981497	-0.142568228	0.164549724
4933411G11Rik	0	0	0
4933411K16Rik	0	0	0
4933411K20Rik	0.126774241	-0.249108335	0.375882577
4933412E12Rik	-0.727198292	-0.003881817	-0.723316476
4933412E24Rik	-0.087177543	0.001443079	-0.088620622
4933413G19Rik	-0.115525697	0.004606292	-0.120131989
4933413J09Rik	0	0	0
4933415F23Rik	0	0	0
4933416C03Rik	0.015348202	-0.103254199	0.118602401
4933416I08Rik	0	0	0
4933416M07Rik	0.038317106	-0.259448509	0.297765615
4933417D19Rik	0.245748871	0.194387998	0.051360873
4933417G07Rik	0	0	0
4933421E11Rik	0	0	0
4933421I07Rik	0	0	0
4933421O10Rik	-0.314590373	-0.520011189	0.205420816
4933422H20Rik	0.195992856	0.185908473	0.010084383
4933424B01Rik	0	0	0
4933424G05Rik	0.152591934	0.137654639	0.014937295
4933424G06Rik	-0.06927767	0.105096633	-0.174374302
4933425L06Rik	-0.087177543	0.001443079	-0.088620622
4933425O20Rik	0	0	0
4933426M11Rik	0.578453856	0.30632521	0.272128647
4933427D06Rik	0	0	0
4933427D14Rik	-0.022595447	-0.132182645	0.109587198
4933427E11Rik	0	0	0
4933427G17Rik	0.130420308	0.154840236	-0.024419928
4933427I22Rik	-0.087177543	0.001443079	-0.088620622
4933428G20Rik	0.022697327	-0.148442318	0.171139645
4933429O19Rik	0	0	0
4933430H15Rik	0	0	0
4933430I17Rik	-0.331098708	-0.3404707	0.009371992
4933431E20Rik	0.024156138	-0.160487166	0.184643304
4933431G14Rik	0.022697327	-0.148442318	0.171139645
4933432B09Rik	0	0	0
4933432G23Rik	0.015348202	-0.103254199	0.118602401
4933432I09Rik	0	0	0
4933433C11Rik	0	0	0
4933433G15Rik	-0.265852057	-0.078888983	-0.186963074
4933433G19Rik	0.152591934	0.137654639	0.014937295
4933433H22Rik	-0.237080937	0.026389865	-0.263470802
4933433P14Rik	0	0	0
4933434E20Rik	0.038015034	0.098540593	-0.060525559
4933434I20Rik	0	0	0
4933436C20Rik	0	0	0
4933437F05Rik	0	0	0
4933438B17Rik	0.017833559	-0.117626541	0.1354601
4933439C10Rik	0.010952954	-0.465182246	0.4761352
4933439F18Rik	0	0	0
4933439K11Rik	-0.087177543	0.001443079	-0.088620622
4933440M02Rik	-0.250514243	-0.011704262	-0.238809981
5031410I06Rik	0	0	0
5031414D18Rik	-1.0820809	-0.655634663	-0.426446237
5031425E22Rik	-0.471936923	-0.418198024	-0.0537389
5031425F14Rik	-0.016645712	0.096452374	-0.113098086
5031426D15Rik	0	0	0
5031434O11Rik	0.197467651	-0.022991514	0.220459164
5031439G07Rik	0.200536176	0.122226355	0.078309821
5033404E19Rik	0	0	0
5033406O09Rik	0.053029294	0.003120393	0.049908901
5033411D12Rik	0	0	0
5033414D02Rik	0	0	0
5133401N09Rik	0	0	0
5330413P13Rik	0	0	0
5330417C22Rik	-0.196077817	-0.080431385	-0.115646432
5330426P16Rik	-0.466728991	-0.336988404	-0.129740587
5330434G04Rik	0	0	0
5330437I02Rik	0	0	0
5330439B14Rik	0	0	0
5430402O13Rik	0.185650655	0.173287083	0.012363572
5430403N17Rik	-0.115525697	0.004606292	-0.120131989
5430405G05Rik	0	0	0
5430405H02Rik	-0.125078549	-0.69389073	0.568812181
5430407P10Rik	0	0	0
5430411K18Rik	0	0	0
5430413K10Rik	0	0	0
5430416N02Rik	-0.096882468	-0.720322481	0.623440013
5430416O09Rik	-0.087177543	0.001443079	-0.088620622
5430417L22Rik	-0.055512078	-0.04909309	-0.006418988
5430419D17Rik	0	0	0
5430421N21Rik	0	0	0
5430427O19Rik	0.863766095	0.727179189	0.136586906
5430435G22Rik	0	0	0
5430437P03Rik	0	0	0
5530401A14Rik	0	0	0
5530601H04Rik	0.212595746	-0.07356676	0.286162506
5730403B10Rik	0	0	0
5730405O15Rik	0.01529225	-0.172355577	0.187647826
5730408K05Rik	-0.139222839	-0.837413613	0.698190774
5730409E04Rik	-0.210686001	-0.485985793	0.275299792
5730416F02Rik	0.276190982	0.267877776	0.008313206
5730419I09Rik	0	0	0
5730422E09Rik	0.064024131	0.130880648	-0.066856517
5730437N04Rik	0	0	0
5730455O13Rik	0	0	0
5730455P16Rik	-0.045627949	-0.182492682	0.136864732
5730460C07Rik	0.276190982	0.267877776	0.008313206
5730469M10Rik	0	0	0
5730480H06Rik	0.033119789	-0.224474455	0.257594243
5730494M16Rik	0	0	0
5730494N06Rik	0	0	0
5730507C01Rik	-0.219578371	0.023633866	-0.243212236
5730508B09Rik	-0.629238069	-0.457297234	-0.171940835
5730522E02Rik	0	0	0
5730528L13Rik	0	0	0
5730559C18Rik	0.186445047	0.221049615	-0.034604567
5730577I03Rik	0	0	0
5730590G19Rik	0	0	0
5830403L16Rik	-0.087177543	0.001443079	-0.088620622
5830405N20Rik	0	0	0
5830411N06Rik	0.015348202	-0.103254199	0.118602401
5830415F09Rik	-0.302926433	0.099558225	-0.402484658
5830416P10Rik	-0.028792068	-0.359940772	0.331148704
5830417I10Rik	-0.104864083	-0.156559112	0.051695028
5830418K08Rik	-0.391500384	-0.479700081	0.088199697
5830418P13Rik	0.483539931	0.289968455	0.193571476
5830428M24Rik	-0.821341167	-0.303189538	-0.51815163
5830432E09Rik	-0.993834907	-0.578140727	-0.41569418
5830433M19Rik	0	0	0
5830444B04Rik	0.280898208	0.182309072	0.098589136
5830454E08Rik	-0.414485414	-0.307433627	-0.107051787
5930403L14Rik	-0.114569913	0.005085706	-0.119655619
5930412G12Rik	-0.150679382	0.014325201	-0.165004583
5930416I19Rik	0	0	0
5930430L01Rik	-0.087177543	0.001443079	-0.088620622
5930434B04Rik	0	0	0
5930438M14Rik	0.299794064	0.362858123	-0.063064059
6030405A18Rik	0	0	0
6030408B16Rik	0	0	0
6030419C18Rik	0.015348202	-0.103254199	0.118602401
6030422M02Rik	0	0	0
6030429G01Rik	0	0	0
6030443J06Rik	0.124455361	0.040503746	0.083951615
6030446N20Rik	0	0	0
6030458C11Rik	0.379844858	0.723455082	-0.343610224
6030468B19Rik	0.023115963	-0.152910217	0.17602618
6030498E09Rik	0	0	0
6230400D17Rik	-0.07406474	-0.060800361	-0.013264379
6230409E13Rik	0	0	0
6230427J02Rik	0	0	0
6330403A02Rik	-0.168912887	0.018969876	-0.187882764
6330403K07Rik	-0.444209634	-0.591162015	0.14695238
6330406I15Rik	0	0	0
6330407A03Rik	0	0	0
6330407J23Rik	0	0	0
6330408A02Rik	-0.001218245	0.218596083	-0.219814328
6330409D20Rik	0.189059481	-0.115760343	0.304819824
6330409N04Rik	0	0	0
6330416G13Rik	-0.118480937	-0.154446445	0.035965507
6330418K02Rik	-0.305486518	0.033741184	-0.339227703
6330419J24Rik	0.689900852	0.361843254	0.328057598
6330439K17Rik	0	0	0
6330503K22Rik	0	0	0
6330512M04Rik	0	0	0
6330545A04Rik	0	0	0
6330549D23Rik	0.380311957	-0.077063148	0.457375105
6330577E15Rik	0	0	0
6330578E17Rik	0	0	0
6430527G18Rik	0	0	0
6430531B16Rik	-0.245916043	-0.636878061	0.390962018
6430548M08Rik	-0.240405839	-0.434434765	0.194028926
6430550D23Rik	0.100490577	-0.020129655	0.120620231
6430562O15Rik	0	0	0
6430571L13Rik	0.375340927	-0.151198794	0.526539721
6430573F11Rik	0	0	0
6430598A04Rik	0	0	0
6430704M03Rik	0	0	0
6530401N04Rik	0	0	0
6530402F18Rik	-0.160281606	0.234916927	-0.395198534
6530411M01Rik	0	0	0
6530418L21Rik	0	0	0
6720401G13Rik	0	0	0
6720456B07Rik	0	0	0
6720456H20Rik	0	0	0
6720463M24Rik	0	0	0
6720489N17Rik	0.026176728	0.269363903	-0.243187174
6820408C15Rik	0.018095663	-0.012922286	0.031017949
6820431F20Rik	-0.187822034	-0.22878921	0.040967175
7420461P10Rik	0	0	0
7530420F21Rik	0	0	0
8030442B05Rik	0.155781502	0.043640102	0.112141401
8030462N17Rik	0.339379911	0.396697042	-0.057317131
8430406I07Rik	0	0	0
8430408G22Rik	0.015348202	-0.103254199	0.118602401
8430410A17Rik	0	0	0
8430410K20Rik	0	0	0
8430419L09Rik	0.507527123	0.342493735	0.165033388
8430423G03Rik	0.017833559	-0.117626541	0.1354601
8430427H17Rik	0.298214903	-0.271890007	0.570104911
8430429K09Rik	-0.360396736	-0.58661999	0.226223255
8430431K14Rik	0	0	0
9030025P20Rik	0.015348202	-0.103254199	0.118602401
9030224M15Rik	0	0	0
9030404E10Rik	0.017833559	-0.117626541	0.1354601
9030409G11Rik	0	0	0
9030418K01Rik	0	0	0
9030425E11Rik	0	0	0
9030612E09Rik	0.015348202	-0.103254199	0.118602401
9030617O03Rik	1.059277706	1.117158079	-0.057880373
9030619P08Rik	0	0	0
9030624G23Rik	0.059318374	-0.406576467	0.465894841
9030624J02Rik	0.036296767	0.238317279	-0.202020511
9030625A04Rik	0	0	0
9130008F23Rik	0	0	0
9130011E15Rik	-0.002130469	0.416038634	-0.418169102
9130011J15Rik	0	0	0
9130017N09Rik	0	0	0
9130019O22Rik	-0.16057385	0.174537423	-0.335111273
9130019P16Rik	0.017833559	-0.117626541	0.1354601
9130023H24Rik	0.152109088	0.218522338	-0.06641325
9130024F11Rik	0.12437566	0.051734494	0.072641166
9130206I24Rik	0	0	0
9130209A04Rik	0	0	0
9130221H12Rik	0.431058907	-0.083438321	0.514497228
9130230L23Rik	-0.125125376	-0.03949637	-0.085629006
9130401M01Rik	1.051407389	1.068246036	-0.016838647
9130404H23Rik	0	0	0
9130409I23Rik	0	0	0
9230102K24Rik	0	0	0
9230104L09Rik	0	0	0
9230105E05Rik	-0.087177543	0.001443079	-0.088620622
